,age,occupation_level,education_num,familiarity_FB,view_FB,interested_insurance,years_with_employer,hours_per_week,sex,demographic_characteristic,yearly_salary_estimate,capital_estimate,capital_evaluation,hours_band,marital_status_Divorced,marital_status_Married-AF-spouse,marital_status_Married-civ-spouse,marital_status_Married-spouse-absent,marital_status_Never-married,marital_status_Separated,marital_status_Widowed,workclass_?,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay
1032,28,12,18,10,9,1,6,50,1,445824,34698.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1048,47,12,12,6,4,1,9,40,0,183013,37915.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
339,17,1,9,9,7,0,0,10,0,89821,13708.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
363,20,4,12,6,9,0,0,35,1,137300,17697.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1691,30,3,13,2,6,1,1,45,1,399088,16070.59,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1273,19,4,12,9,2,0,0,40,0,213644,19344.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1106,36,11,12,1,5,1,11,40,1,194630,37366.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
163,21,12,12,4,1,0,1,40,0,312956,37226.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
493,31,10,12,6,2,0,4,20,1,323069,29007.57,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1441,46,8,20,3,3,0,2,60,0,370119,22903.0,1,7492,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1659,45,13,12,1,4,0,1,40,0,273194,41574.0,1,3325,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1311,25,7,17,4,6,0,0,40,0,98283,18403.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
783,27,8,12,4,3,0,2,70,0,96226,19313.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2338,74,12,20,2,9,0,7,20,1,101590,32553.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2608,49,11,16,6,3,1,9,40,1,101320,33250.8,1,-1902,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
727,17,1,8,5,1,0,1,20,0,32607,18337.64,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1987,23,2,13,2,3,0,1,40,1,175183,17858.28,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
987,41,6,17,9,9,1,2,40,0,118212,20743.5,1,3103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2335,25,7,12,6,2,0,1,30,0,60726,23479.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
394,27,12,13,6,8,1,7,40,0,116358,43659.84,1,-1980,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
392,40,9,17,9,3,1,3,40,1,204116,23054.74,1,2174,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1849,34,7,12,3,5,1,4,40,0,126838,19339.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
723,30,8,12,4,1,0,7,36,1,191571,24291.96,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1157,41,5,16,4,7,0,3,40,0,265266,17478.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
702,61,4,12,9,6,0,1,50,0,36671,14642.04,1,-2352,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1666,28,8,17,9,1,1,4,50,0,236861,23134.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1045,50,11,9,8,5,0,13,40,1,157043,39242.52,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2290,55,10,17,7,9,1,15,50,0,320835,23547.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2099,27,5,13,4,1,0,3,25,1,253873,18350.67,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1490,50,12,13,7,6,1,19,60,0,160151,45422.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2410,48,12,12,2,3,0,8,50,0,320421,44387.52,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2325,60,4,16,7,2,0,3,35,0,76127,21675.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1054,50,8,12,4,9,0,3,40,0,146015,20123.64,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1257,48,10,12,6,3,1,2,40,1,329778,26857.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
563,49,12,8,7,8,0,12,40,1,120451,35598.06,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1940,17,8,9,8,7,0,1,17,0,195262,22665.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
903,42,12,13,1,9,1,3,44,0,118494,42319.44,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1930,21,5,13,2,6,1,1,30,0,300812,20451.92,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2178,60,14,12,5,9,0,1,40,0,240521,57137.1,1,7298,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
558,34,6,12,6,3,1,5,45,0,153614,18122.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1592,49,2,12,9,9,0,4,40,1,169818,19077.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1448,44,6,13,7,2,0,6,40,0,147206,19164.58,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1255,39,7,16,6,8,1,6,50,1,352628,25380.84,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
912,34,4,13,9,4,0,1,40,0,33117,19713.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
312,19,8,12,5,8,0,1,30,0,104112,25380.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1562,30,10,17,4,7,0,8,40,0,117963,34359.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
974,34,6,12,2,7,0,8,40,0,107793,20163.84,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2627,17,5,9,9,1,0,1,16,1,182070,18021.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
438,38,8,17,5,7,0,3,60,0,91039,21664.17,1,15024,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
549,50,10,12,9,7,1,3,32,0,114117,30542.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1079,36,13,12,6,5,0,2,45,0,135289,50631.59,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1557,64,14,17,2,3,1,8,35,0,134960,57201.0,1,15024,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
370,28,10,12,3,1,0,0,40,0,110145,28368.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107,56,4,13,4,8,0,2,50,0,303090,14571.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2586,64,11,8,2,4,0,14,35,1,148606,37564.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1425,37,4,17,8,7,0,15,40,1,910398,16249.08,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36,31,10,13,5,4,0,6,38,0,84154,29563.08,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
575,36,12,13,8,5,1,2,50,0,188563,38977.26,1,5178,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1382,23,10,12,9,2,0,1,40,1,200973,25965.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1899,21,3,13,4,8,0,1,10,1,181761,17300.16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2157,48,8,13,8,4,1,14,40,0,36503,18804.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
757,39,5,17,2,5,1,3,40,0,138192,17870.88,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1070,51,9,16,7,9,1,2,60,0,176813,23044.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1126,22,8,13,8,8,0,1,35,0,153516,27789.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
800,51,3,6,3,8,0,19,20,0,175897,20310.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
936,36,11,17,10,5,1,0,50,0,156667,28708.0,1,-1902,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2602,33,13,17,5,5,0,3,50,0,144064,44427.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
412,30,9,12,8,5,0,0,40,1,180374,27678.48,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
650,55,6,13,6,8,0,6,40,1,173093,20283.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2118,26,12,20,10,8,1,1,60,0,256000,36105.5,1,7492,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1736,45,1,12,7,3,0,14,45,0,188386,17099.0,1,-1628,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2104,29,12,17,5,6,0,7,40,0,214858,43731.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1898,25,8,17,3,6,0,2,40,0,90291,25844.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1071,59,5,18,4,8,1,2,55,0,151616,20020.5,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1903,39,7,12,7,3,0,9,40,0,179579,18743.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1752,57,14,18,2,6,1,3,40,1,176079,56711.88,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1399,20,9,13,3,2,1,0,16,0,174714,26597.66,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
103,24,6,17,6,7,1,2,40,0,432376,21750.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1718,36,4,6,5,8,0,2,50,0,188834,18963.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1010,31,14,13,5,7,0,4,50,0,184307,56548.68,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
148,25,12,12,4,6,0,2,40,1,252752,48255.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
583,35,10,21,8,6,1,1,40,0,292472,29937.24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1971,25,3,17,5,5,1,2,40,1,192149,17794.86,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
689,31,5,12,8,1,1,0,55,0,244147,21283.5,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
569,33,8,17,10,8,0,3,60,0,175697,19475.28,1,15024,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1811,27,2,17,10,4,1,5,40,1,113545,14576.26,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1097,43,16,12,7,5,1,7,45,0,413297,92471.85,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
336,56,9,13,4,5,1,0,45,0,183081,22660.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
231,59,10,8,3,7,0,25,30,1,171328,31808.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18,43,6,18,2,3,0,14,45,1,292175,26454.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1480,26,5,12,8,5,0,6,40,1,211798,18451.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1357,47,1,6,9,2,0,1,40,1,141483,16333.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1558,26,8,17,7,8,0,2,40,0,294493,24798.83,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
832,47,4,18,1,5,1,7,25,1,21906,23061.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
509,27,7,21,4,8,0,1,70,1,158156,18786.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
611,37,15,14,2,5,1,10,40,0,161141,71679.36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1781,49,12,12,10,4,0,12,40,0,168232,38631.57,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
733,31,10,18,1,9,1,11,46,1,171871,23148.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2496,47,10,20,9,9,1,0,60,0,139268,29404.5,1,-1977,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1878,35,7,13,1,4,0,4,50,0,410034,22636.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
281,24,13,13,5,3,1,2,40,1,303296,53801.52,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
487,46,12,13,4,6,0,22,50,0,245724,45498.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2409,18,11,13,5,8,0,1,15,0,57413,29563.56,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1770,55,8,8,6,5,1,4,40,0,189933,21953.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2196,46,7,17,1,3,1,11,40,1,86220,24487.32,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
722,20,1,12,9,7,0,1,30,0,138768,19204.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
522,52,9,8,8,9,1,13,47,0,25826,29727.0,1,-1887,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
916,45,10,12,2,6,0,3,55,0,368561,29505.48,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
340,40,8,14,9,6,1,3,38,0,184018,29126.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2669,29,8,13,2,9,0,4,40,0,112754,19892.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1335,35,10,17,9,7,1,4,65,1,187119,29955.5,1,-1980,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
794,40,11,18,8,4,0,11,40,0,170108,30057.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2323,37,8,14,1,6,0,1,45,1,269329,22972.0,1,8614,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
445,23,10,12,9,5,0,2,40,0,324960,27721.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
174,31,9,18,10,7,0,5,50,1,99928,24363.98,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2090,53,14,13,9,2,0,5,40,1,173093,57908.04,1,-1887,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1438,54,10,12,1,7,0,3,40,0,53833,24208.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1478,41,4,12,8,3,0,8,40,0,421871,20966.02,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
29,20,6,13,4,7,0,2,44,0,266015,21591.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1760,40,11,9,1,8,1,13,35,0,201495,31868.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1386,62,10,21,1,7,1,21,40,0,134768,27404.16,1,7688,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2272,38,4,13,8,7,0,1,40,1,264627,14410.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1289,44,2,12,2,7,0,1,66,0,120837,19940.5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
324,33,6,17,3,3,1,2,40,0,117963,19152.72,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1269,53,8,12,7,10,1,5,40,0,130703,23733.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1541,35,15,17,5,2,0,1,45,0,30381,64134.12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
869,34,5,12,8,6,0,9,40,0,159929,20883.63,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72,18,4,9,2,4,0,1,22,1,309634,16766.88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1262,32,9,12,6,8,0,6,52,0,86723,24401.04,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2518,22,9,13,3,2,1,1,48,0,130356,24017.04,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1136,51,9,17,9,5,0,2,40,0,152754,22276.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1195,71,6,17,9,5,0,8,16,1,269708,15920.88,1,2329,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2064,45,10,12,2,7,0,4,40,1,158685,25965.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2083,23,7,13,8,6,1,1,20,0,243190,20615.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1444,38,3,12,4,9,1,15,40,0,107513,16440.36,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1808,31,9,17,6,9,0,3,40,1,331065,24043.0,1,-1408,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2116,20,3,8,6,7,1,1,40,0,121313,16801.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1965,50,6,9,7,9,1,9,70,0,156877,16932.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
279,31,12,12,9,7,1,3,45,0,217460,32295.52,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
150,28,13,12,1,9,0,1,40,1,88419,37136.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1118,38,4,17,5,6,0,8,50,1,65466,14946.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
125,27,9,14,3,8,0,2,35,1,163127,29982.84,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
909,19,11,12,1,1,0,0,30,0,117201,37201.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2193,35,5,4,9,4,1,3,40,0,63921,19667.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
501,43,6,18,4,5,1,12,45,0,188436,24179.0,1,5013,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1570,27,8,12,3,3,0,0,35,1,219371,23574.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2385,38,3,4,8,8,1,1,75,0,407068,14050.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1096,27,9,17,2,5,1,2,40,1,175034,20765.28,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1724,42,13,18,10,2,1,6,60,0,121718,42706.0,1,-1902,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1590,50,14,13,2,3,1,25,50,0,171338,44477.76,1,7492,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1263,31,7,17,7,6,1,4,90,0,179186,18025.84,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
271,21,6,13,9,1,0,1,45,0,231931,23713.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1837,27,7,17,4,7,1,7,60,0,208406,22956.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2665,28,2,13,6,5,0,7,40,1,115971,15404.88,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2088,56,8,9,2,2,0,8,50,0,77415,25103.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2209,39,10,12,2,2,0,2,44,0,127772,32614.0,1,3103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1686,21,7,13,8,3,0,0,10,0,126314,19348.11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
635,36,9,17,2,3,1,5,35,1,382635,27883.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1588,71,7,12,8,8,1,5,20,0,105200,22062.0,1,6767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2460,24,9,13,4,4,0,4,40,1,211345,26526.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1443,32,3,9,10,2,1,10,40,0,375833,19554.06,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1242,59,8,12,2,6,0,8,30,1,226922,22694.0,1,-1762,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
533,49,8,17,5,4,0,11,45,1,136455,25322.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1565,38,5,17,8,6,1,0,40,1,166988,15999.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2224,44,14,17,2,2,1,17,52,0,153132,69306.0,1,7688,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9,42,4,17,5,3,1,0,40,0,159449,16785.0,1,5178,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
754,55,9,12,4,3,1,20,40,0,387569,22097.0,1,4386,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2230,55,10,12,5,3,0,2,40,1,145214,30225.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1192,33,5,13,1,2,0,0,16,1,40681,18152.0,1,3674,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
711,25,7,12,8,4,1,2,40,0,316688,23296.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1601,39,8,17,5,6,0,5,50,0,238415,22856.28,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1886,30,11,12,3,3,1,0,40,1,343699,38288.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2062,25,1,13,3,2,1,1,40,1,157900,19266.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1148,57,3,8,3,8,1,5,40,0,182062,20447.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2079,65,12,17,4,2,1,1,60,0,139272,40112.5,1,7492,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
115,19,5,13,7,5,1,1,35,0,301606,21913.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
785,63,6,13,6,8,1,3,15,0,149698,19331.16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2282,26,8,13,6,6,0,1,35,1,183224,24385.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
980,68,11,5,1,3,0,4,8,0,140282,30815.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2095,19,13,13,3,7,0,0,20,1,43285,36827.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
830,23,13,12,6,6,0,1,40,1,375871,60425.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
366,20,6,13,2,5,0,1,40,0,416103,23118.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
835,31,10,17,2,3,0,4,40,0,111567,34140.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
176,38,8,13,5,2,0,3,28,1,155222,24454.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
296,39,3,12,5,7,0,4,40,0,174308,20051.76,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
172,34,3,12,2,6,1,1,40,0,304030,18450.26,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2591,31,6,13,7,4,0,2,50,0,59083,21435.5,1,-1672,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1983,42,4,12,5,1,1,10,40,0,70055,17135.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
565,30,3,17,9,9,0,1,40,1,103649,17850.48,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
318,22,1,13,3,3,0,1,40,1,293364,14480.84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
759,26,2,14,4,6,0,0,55,1,90980,18551.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
347,38,4,12,3,6,1,5,50,0,172927,18249.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2666,23,12,17,6,6,0,3,30,1,161708,34774.68,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
639,34,9,17,4,5,1,2,45,0,217460,33010.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
346,46,3,18,9,9,1,14,30,0,80914,19570.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1053,24,11,9,7,3,1,4,45,0,289886,40592.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2595,17,3,10,5,7,1,1,8,1,206010,19535.76,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1471,30,5,12,10,5,0,5,40,0,39054,19518.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1261,52,11,8,6,6,1,1,60,0,173839,34099.56,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1142,42,11,16,2,4,1,1,40,1,158926,26930.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
446,62,13,12,9,6,1,2,40,0,114060,50903.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
720,33,10,17,8,9,1,4,47,0,169879,27304.68,1,3103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1679,23,13,13,8,1,0,2,20,0,235722,43294.92,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1449,31,7,12,8,7,0,1,35,1,175548,18552.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
601,17,10,9,5,5,0,0,20,1,80077,28239.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2201,60,6,12,2,8,1,19,40,0,224377,20322.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
440,34,6,12,6,2,0,1,25,1,187251,18937.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2441,32,8,12,8,8,0,1,40,0,94235,21884.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1661,34,10,17,7,4,1,2,40,1,238246,29592.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1620,38,14,20,2,3,0,12,40,0,112847,53069.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
561,49,10,17,5,6,0,6,26,0,268090,36076.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
